filepath,song_id,track_id,artist_name,title,release,text_blob,weak_label,audio_vec
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\E\A\TRAEADK128F4270AA6.h5,SOCDRKE12A8C13BF47,,Porcupine Tree,Moon Loop (Improvisation),The Sky Moves Sideways (Special Edition),Porcupine Tree Moon Loop (Improvisation) The Sky Moves Sideways (Special Edition),Porcupine Tree,"[ 9.7844202e+02  1.3407500e+02 -1.1524000e+01  9.0000000e+00
  0.0000000e+00  4.0000000e+00  4.0867817e+01 -6.5132370e+01
  3.6115063e+01  6.9262612e-01  3.4295652e+00 -2.2107870e+01
 -1.1179972e+01 -1.1013756e+01 -7.3092036e+00 -7.6141272e+00
  8.1828909e+00  5.6815543e+00  5.9282985e+00  7.2504654e+01
  5.3968113e+01  2.2969707e+01  4.0081856e+01  1.7535677e+01
  2.6977921e+01  1.7068151e+01  2.8432180e+01  1.6318937e+01
  1.0605113e+01  2.2861784e+01  3.2083878e-01  2.0760278e-01
  2.6807153e-01  1.8406022e-01  5.8795595e-01  2.1483846e-01
  2.5258467e-01  2.9304045e-01  2.0504014e-01  3.3053544e-01
  2.1659857e-01  7.5431919e-01  2.7329770e-01  2.1261594e-01
  2.5302082e-01  1.5804605e-01  3.3491662e-01  1.8152258e-01
  2.0468663e-01  2.6040182e-01  1.7911410e-01  2.8210881e-01
  1.8082249e-01  2.8481042e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\E\A\TRAEAEV128F1493757.h5,SOXCKCV12A6D4F8F1F,,DeGarmo & Key,He Has Risen (Communication Album Version),Communication,DeGarmo & Key He Has Risen (Communication Album Version) Communication,DeGarmo & Key,"[171.75465     82.604      -11.528        2.           1.
   3.          42.90129     36.42747     36.872658    -4.107863
   7.488448    -7.9548965  -17.155268    -2.7087095    7.078031
   2.598334     1.334112    11.400354     4.741831    41.11811
  40.31709     34.342533    31.771778    22.201445    21.374535
  20.016932    16.685896    16.02524     13.256677    14.757459
   0.22267428   0.34174272   0.46204564   0.26908714   0.4319834
   0.3307801    0.43223238   0.2978195    0.28621992   0.5311556
   0.2564025    0.28605396   0.1973899    0.25561696   0.35469323
   0.23680675   0.31108302   0.23573542   0.3011428    0.2866406
   0.21997216   0.33166468   0.20197701   0.2614021 ]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\E\A\TRAEALX12903CB5701.h5,SOVHLHV12AB018930B,,Frank Chacksfield,Heidi,Black Satin Vol1,Frank Chacksfield Heidi Black Satin Vol1,Frank Chacksfield,"[ 1.5119627e+02  1.1671600e+02 -1.6538000e+01  5.0000000e+00
  1.0000000e+00  4.0000000e+00  3.6010036e+01 -5.1300621e+01
  4.4055592e+01  6.4028168e+00  8.5875072e+00  6.4159069e+00
 -9.0181524e-01 -1.0343352e+01  1.6193739e+01 -2.0607729e+00
 -5.0268035e+00  6.2734323e+00  4.9769921e+00  4.5027630e+01
  3.1063316e+01  3.8171009e+01  2.2686909e+01  2.8787176e+01
  2.2498259e+01  1.9402092e+01  1.6524683e+01  1.5820227e+01
  1.3852863e+01  1.7808996e+01  5.7656777e-01  2.5062713e-01
  2.4473898e-01  1.4110509e-01  2.4571356e-01  4.5330846e-01
  2.0695084e-01  3.7641355e-01  1.8177627e-01  3.3991355e-01
  3.4027627e-01  2.1768305e-01  3.6535347e-01  2.1913514e-01
  2.5404897e-01  1.6788948e-01  2.1111041e-01  3.5522664e-01
  1.6947865e-01  3.1918809e-01  1.5420108e-01  2.7379000e-01
  3.0630350e-01  1.8671322e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\E\A\TRAEARU128E0781A02.h5,SOOEDPH12A6310E02B,,David Bowie,Space Oddity (1997 Digital Remaster),The Best Of David Bowie 1969-74,David Bowie Space Oddity (1997 Digital Remaster) The Best Of David Bowie 1969-74,David Bowie,"[ 3.1370404e+02  1.3706799e+02 -1.2679000e+01  0.0000000e+00
  1.0000000e+00  4.0000000e+00  3.9959011e+01  2.6616201e+01
  1.3359015e+01 -9.1604862e+00 -1.6672949e+01 -1.1098345e+01
 -2.0605791e+00 -1.2053544e+01  6.8909264e-01 -4.1614065e+00
 -3.0444295e+00 -1.7154874e+00  9.1125984e+00  5.0223961e+01
  4.5113934e+01  2.8944389e+01  2.5546385e+01  2.2602926e+01
  2.1072714e+01  1.9344053e+01  1.7902439e+01  1.7134447e+01
  1.2622997e+01  1.7141111e+01  3.5757789e-01  2.1687895e-01
  2.8940001e-01  2.5089157e-01  6.1710948e-01  4.3608001e-01
  3.8631579e-01  4.5592421e-01  2.3054211e-01  3.1520104e-01
  1.8554421e-01  3.2938948e-01  2.8810093e-01  2.0287408e-01
  2.8772265e-01  1.9079885e-01  3.3306718e-01  3.3642387e-01
  2.5492796e-01  3.2854363e-01  2.0803520e-01  2.7308115e-01
  1.9044141e-01  2.5129104e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\E\A\TRAEASB12903CD48BC.h5,SOBVPYI12AB018623E,,Bone Thugs-N-Harmony,Fearless [Interlude] (Explicit Album Version),Uni5: The World's Enemy,Bone Thugs-N-Harmony Fearless [Interlude] (Explicit Album Version) Uni5: The World's Enemy,Bone Thugs-N-Harmony,"[ 34.42893     86.056      -12.088        8.           1.
   4.          40.79428     34.62251     12.587137   -16.753048
   3.8184757  -12.625992    -8.834637    -4.335363    -1.2980726
  -6.387113    -3.9918387   10.725976     7.8057723   56.90294
  38.79095     29.97813     33.637283    18.939598    27.20773
  27.085247    22.230978    19.954475    15.267886    22.15382
   0.47653225   0.499        0.5062177    0.50064516   0.50554836
   0.53425807   0.38976613   0.38196775   0.3231371    0.32815322
   0.3976855    0.4590645    0.284106     0.28845328   0.29203728
   0.2966358    0.30653992   0.29791784   0.22783038   0.2607413
   0.2054512    0.2342687    0.26387617   0.30933222]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\E\A\TRAEAST128F42931B1.h5,SOVMXIC12A8C13CC28,,Klaus Badelt,After The Fire,Rescue Dawn,Klaus Badelt After The Fire Rescue Dawn,Klaus Badelt,"[ 1.16192200e+02  5.63059998e+01 -2.73689995e+01  7.00000000e+00
  0.00000000e+00  1.00000000e+00  2.24054260e+01 -1.69580917e+02
 -1.78474903e+01  1.83378296e+01  9.18879395e+01  1.11658297e+01
 -2.17445526e+01  4.33291702e+01 -3.25713844e+01  2.21584473e+01
  7.46382952e-01 -1.49697657e+01  5.29172325e+00  6.09829407e+01
  5.06493950e+01  6.00505142e+01  1.99386234e+01  4.83622780e+01
  2.34398174e+01  3.59326591e+01  1.93161335e+01  2.58852596e+01
  1.76386967e+01  1.57435598e+01  4.82085109e-01  1.00446805e-01
  3.64702135e-01  1.39744684e-01  9.02340412e-02  1.59404248e-01
  4.82765958e-02  4.10148948e-01  1.99787229e-01  1.93340421e-01
  1.70617014e-01  8.72978717e-02  4.05321658e-01  1.59954220e-01
  3.80608201e-01  2.18851879e-01  1.82049230e-01  2.48539537e-01
  3.11316364e-02  3.62216860e-01  3.25690627e-01  2.83155113e-01
  2.64264584e-01  1.82214260e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\E\A\TRAEASY128F148247C.h5,SOFYIQI12A6D4F8D85,,Charlotte Gainsbourg,Tel Que Tu Es,5:55,Charlotte Gainsbourg Tel Que Tu Es 5:55,Charlotte Gainsbourg,"[ 1.8970078e+02  1.1968300e+02 -1.2100000e+01  6.0000000e+00
  1.0000000e+00  3.0000000e+00  4.2254253e+01 -9.8337959e+01
  1.1641972e+00 -1.4063955e+01 -3.9066739e+00 -1.3659623e+01
 -7.5094724e-01 -6.9041972e+00 -8.7029867e+00 -8.3595333e+00
  1.1168750e-01 -2.7122948e+00  3.8304071e+00  6.2433887e+01
  4.1675533e+01  3.0200918e+01  4.0122082e+01  2.5355410e+01
  2.2949305e+01  2.6347139e+01  2.1139795e+01  2.2910345e+01
  1.3762385e+01  1.9123960e+01  1.3797656e-01  3.0822852e-01
  1.3733789e-01  4.4381055e-01  1.3420117e-01  2.7255273e-01
  3.2265821e-01  1.7106836e-01  5.7487303e-01  1.5670899e-01
  1.7307617e-01  1.9700781e-01  1.5130255e-01  3.2923257e-01
  1.5772487e-01  3.2825336e-01  1.7831351e-01  3.1214598e-01
  3.9334279e-01  1.3738765e-01  3.3202744e-01  2.4889167e-01
  1.9281413e-01  2.2455160e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\E\A\TRAEATL128F42690A7.h5,SOOJFKG12A8C1334E6,,Aerosmith,Lord Of The Thighs,Classics Live,Aerosmith Lord Of The Thighs Classics Live,Aerosmith,"[ 4.25037903e+02  1.08662003e+02 -1.09429998e+01  5.00000000e+00
  1.00000000e+00  1.00000000e+00  4.57975655e+01  1.57810192e+01
  5.70468254e+01  5.79356575e+00 -6.98300314e+00 -2.54378014e+01
  7.37642956e+00 -7.77669287e+00  6.77774620e+00 -7.60166287e-01
  3.52351022e+00 -1.13178182e+00  1.61714613e+00  3.04943066e+01
  2.81943970e+01  1.73462048e+01  2.30669746e+01  1.38512106e+01
  1.75235920e+01  1.31941910e+01  1.33092327e+01  1.24068365e+01
  9.58420467e+00  1.45831795e+01  8.00200880e-01  4.51817900e-01
  3.43273878e-01  3.18346888e-01  3.10980439e-01  4.46410835e-01
  3.58157247e-01  5.67935288e-01  3.86957854e-01  3.25432658e-01
  4.73077506e-01  4.09939796e-01  2.69021600e-01  2.33023703e-01
  1.99988380e-01  2.10331112e-01  1.71900019e-01  2.92363048e-01
  2.19923168e-01  2.43875057e-01  2.19781503e-01  2.02366501e-01
  3.02209169e-01  2.00583667e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\E\A\TRAEATZ128F426E5C8.h5,SOGHCFG12A8C13B254,,Agnes,Non Conformist Acclaimed,Treat Me Bad EP,Agnes Non Conformist Acclaimed Treat Me Bad EP,Agnes,"[ 3.7106894e+02  1.2296500e+02 -1.1338000e+01  6.0000000e+00
  1.0000000e+00  4.0000000e+00  3.7053818e+01 -1.6302057e+01
 -8.4758240e+01  6.4272705e+01 -4.1088558e+01  2.4636071e+00
  1.9404371e+01 -4.6794553e+00  1.3214304e+01  2.7372384e+00
 -4.5670562e+00  1.3472315e+00  5.4821692e+00  6.1063122e+01
  5.2957405e+01  6.8958740e+01  3.8488937e+01  5.4766003e+01
  2.4527386e+01  3.4242855e+01  1.9786930e+01  2.3474014e+01
  3.0553703e+01  1.4557984e+01  5.1915401e-01  7.2473371e-01
  3.6788177e-01  4.0876007e-01  5.4814011e-01  5.4109883e-01
  4.9767759e-01  4.5343268e-01  3.7415498e-01  3.5500199e-01
  2.7694088e-01  2.0169200e-01  2.7919662e-01  2.8834730e-01
  2.9253218e-01  2.6978567e-01  3.5900864e-01  3.3961403e-01
  3.6150789e-01  3.6145681e-01  3.0437106e-01  2.7153391e-01
  2.0720297e-01  2.4351344e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\E\A\TRAEAVH128F4270D4C.h5,SOOVFAZ12A8C134EEB,,The Party Group,El Ventilador,Party Fiesta_ Vol. 7,The Party Group El Ventilador Party Fiesta_ Vol. 7,The Party Group,"[190.04036    122.91       -21.761        6.           0.
   4.          31.53376     38.48521    -22.827826    14.917329
  13.633668     2.6238136   -9.387336    -5.3902764    7.045072
   9.550083     1.4842057   -0.20382674   2.7731996   33.53019
  31.944166    40.754482    26.482365    33.35643     22.631582
  17.789143    14.282174    16.00819     17.472307    13.783139
   0.48132828   0.51669097   0.26926848   0.28646606   0.4080689
   0.37257245   0.4562766    0.3077072    0.35589665   0.31589565
   0.33801723   0.511999     0.31032014   0.31214854   0.21396022
   0.24815239   0.35212836   0.26012376   0.31406975   0.22243977
   0.2697591    0.26595876   0.29781502   0.35514018]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\E\A\TRAEAZV12903D0CBA6.h5,SOCWUXY12A58A7F1E8,,Enter the Haggis,Skyswimmer,Let The Wind Blow High,Enter the Haggis Skyswimmer Let The Wind Blow High,Enter the Haggis,"[ 3.9988199e+02  8.5399002e+01 -1.0648000e+01  3.0000000e+00
  1.0000000e+00  4.0000000e+00  4.2803898e+01  3.0451056e+01
 -2.0084691e-01 -1.3968529e+01 -2.2947800e+01 -1.1717731e+01
 -3.9950046e-01  2.4306741e+00  8.8645878e+00  3.9689884e+00
 -3.3620133e+00  6.8090978e+00  5.8360190e+00  4.7175282e+01
  4.3777126e+01  3.0354073e+01  3.5944649e+01  2.2767040e+01
  2.1399132e+01  2.1161646e+01  2.0061989e+01  1.6014982e+01
  1.4588667e+01  1.3745756e+01  2.9495344e-01  2.4925336e-01
  2.3695165e-01  3.3995077e-01  1.9137064e-01  3.4505731e-01
  1.7059267e-01  1.9623993e-01  2.5728649e-01  2.0212086e-01
  5.3858012e-01  2.8179947e-01  3.0071360e-01  2.8291273e-01
  2.4301061e-01  3.4653157e-01  1.7398797e-01  3.0816329e-01
  1.8343635e-01  2.2378178e-01  2.9936773e-01  1.9845758e-01
  3.6612973e-01  2.8116670e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\E\B\TRAEBKD12903D00D5C.h5,SOYIZYC12AB01833BF,,Mac McAnally,If You Hang Around Long Enough,Down By The River,Mac McAnally If You Hang Around Long Enough Down By The River,Mac McAnally,"[ 1.8353587e+02  1.7426801e+02 -6.6009998e+00  0.0000000e+00
  1.0000000e+00  4.0000000e+00  4.8919724e+01 -1.2916699e+01
  2.7257570e+01 -3.2119985e+00 -2.1762405e+01 -7.4449358e+00
 -3.3596551e-01 -4.7754984e+00 -1.0841897e+00 -5.7927275e-01
 -1.3765156e+00  1.0746285e+00  3.2477853e+00  3.4434196e+01
  2.9553522e+01  2.7119623e+01  2.5092789e+01  2.2921444e+01
  1.9770710e+01  1.8418343e+01  1.6708956e+01  1.5706238e+01
  1.3058163e+01  1.3925353e+01  4.6531349e-01  3.2625392e-01
  4.3635422e-01  1.9988872e-01  4.2710972e-01  3.6266771e-01
  3.2737619e-01  5.0686836e-01  2.4013793e-01  4.1753763e-01
  2.1097806e-01  3.2124296e-01  3.3023992e-01  2.5227007e-01
  3.1979677e-01  1.4959502e-01  2.9261371e-01  2.9982692e-01
  2.3717053e-01  3.3313441e-01  2.1101905e-01  3.1379002e-01
  1.9405653e-01  2.5828993e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\E\B\TRAEBLA128F423CBCA.h5,SOSCMUV12A8AE49448,,T.O.K.,Hotta,Reggae Gold 2006,T.O.K. Hotta Reggae Gold 2006,T.O.K.,"[190.71954    126.682       -5.977        1.           1.
   3.          45.37955     -8.629627    30.172153    22.691082
  15.168803    25.512224    -0.81631786   6.468777     2.6045082
  14.09911    -12.207978   -16.130316     4.901934    48.749
  50.0848      56.828182    41.066257    39.953526    34.81403
  29.908978    27.710617    24.679266    25.559612    20.867981
   0.77241516   0.66290814   0.35668215   0.3290465    0.27772108
   0.26871675   0.25793514   0.28838053   0.3245546    0.31126377
   0.27134487   0.20335244   0.27335405   0.28181654   0.2806916
   0.27961713   0.27835268   0.27160314   0.2928069    0.3018518
   0.36405024   0.35235006   0.27117127   0.23092413]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\E\B\TRAEBOH128F9314977.h5,SOTALBJ12AB017D609,,Leo Gandelman,Bari Bossa,Lounjazz,Leo Gandelman Bari Bossa Lounjazz,Leo Gandelman,"[ 2.22980774e+02  1.57949997e+02 -1.38120003e+01  5.00000000e+00
  0.00000000e+00  4.00000000e+00  3.88386650e+01 -4.78206978e+01
 -4.77445068e+01 -1.04438305e+01 -1.32573414e+01 -1.39191828e+01
  7.83518612e-01 -2.30621004e+00 -4.15753412e+00 -1.71336985e+00
  3.53049350e+00  1.58610210e+01  5.78657484e+00  3.48091011e+01
  3.57513924e+01  3.35976982e+01  1.92491436e+01  3.16447964e+01
  1.77223186e+01  1.98408642e+01  1.62408295e+01  1.61531067e+01
  1.55352125e+01  1.29332294e+01  6.54497802e-01  4.63039398e-01
  2.95274615e-01  3.24644417e-01  2.26481408e-01  3.70640039e-01
  2.64897168e-01  3.83659750e-01  2.47484684e-01  2.62919039e-01
  3.52913558e-01  2.71995634e-01  3.37379843e-01  3.16711664e-01
  2.61904955e-01  3.21889758e-01  2.19704837e-01  2.88788050e-01
  2.67985463e-01  3.39623243e-01  2.45355472e-01  2.52198249e-01
  3.02010387e-01  2.39342138e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\E\B\TRAEBPG128F14AA0DA.h5,SOFUCUZ12A6D4F9EDA,,Leon Russell,Jambalaya (On The Bayou),Hank Wilson's Back!,Leon Russell Jambalaya (On The Bayou) Hank Wilson's Back!,Leon Russell,"[169.35138     99.435      -14.073        0.           1.
   4.          40.84601      9.6578455   51.872086     9.621853
   0.38122046  -5.8920693   14.443829    -2.9516845   -3.0516138
   1.9705014   -3.645222    -7.894896     2.8965662   34.17756
  30.307472    30.1012      23.905712    21.648396    20.524384
  16.826378    15.7833185   15.375498    13.555101    13.998463
   0.40678963   0.301402     0.3695634    0.19750433   0.2499294
   0.22582565   0.28941643   0.61695534   0.22817147   0.3108487
   0.22602594   0.30456197   0.35959324   0.27604237   0.31967908
   0.19754443   0.23775609   0.22223239   0.22585593   0.37203506
   0.21106023   0.29881153   0.21507311   0.25791284]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\E\B\TRAEBPU12903CE743E.h5,SOTTMXT12AF72A1B42,,Bill Laswell,The Gary Selchie - Solas,Emerald Aether: Shape Shifting/Reconstructions Of Irish Music,Bill Laswell The Gary Selchie - Solas Emerald Aether: Shape Shifting/Reconstructions Of Irish Music,Bill Laswell,"[ 1.32675461e+02  1.05218002e+02 -1.98139992e+01  3.00000000e+00
  0.00000000e+00  4.00000000e+00  3.41218147e+01 -5.87079315e+01
  1.93161602e+01 -5.25553989e+00  1.31274719e+01 -2.67009964e+01
  1.21944427e+01 -6.40830660e+00  2.75495589e-01 -7.81006765e+00
  1.10301769e+00  4.60536575e+00  4.59252882e+00  6.57469330e+01
  3.59408493e+01  2.50284863e+01  3.14692459e+01  2.06271019e+01
  3.06853943e+01  2.02491894e+01  3.44375763e+01  1.84618378e+01
  1.15298700e+01  2.30022907e+01  2.59781718e-01  8.26584041e-01
  1.87241882e-01  2.78702050e-01  8.05870220e-02  1.11469023e-01
  1.43684372e-01  1.01752214e-01  3.09091449e-01  1.01772860e-01
  2.07138643e-01  1.68073744e-01  2.17085049e-01  3.33265364e-01
  1.47966787e-01  2.55790412e-01  1.32678643e-01  1.50434956e-01
  1.70103699e-01  1.11163028e-01  2.53105432e-01  1.33971617e-01
  2.78466702e-01  2.72483259e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\E\B\TRAEBQO128F933C48A.h5,SOQVJZI12AB018520D,,Francis Lai,La valse du mariage,Le passager de la pluie (Original Soundtrack),Francis Lai La valse du mariage Le passager de la pluie (Original Soundtrack),Francis Lai,"[ 1.23245262e+02  8.89670029e+01 -9.85299969e+00  7.00000000e+00
  0.00000000e+00  3.00000000e+00  4.47554855e+01 -8.42045059e+01
  5.54178734e+01  9.63689899e+00 -3.66178322e+01 -1.04826145e+01
 -8.57476330e+00 -1.06226273e+01  1.71058774e+00 -4.29676867e+00
  6.13808250e+00  2.08851337e+00  4.95435524e+00  6.24933777e+01
  6.28681984e+01  3.81072845e+01  2.96943836e+01  2.27350712e+01
  2.34327469e+01  1.91986237e+01  2.01424713e+01  1.62603588e+01
  1.49054127e+01  2.12948799e+01  2.70723403e-01  2.90002674e-01
  3.73928189e-01  2.25787237e-01  1.17696807e-01  1.98750004e-01
  2.01755315e-01  3.61585110e-01  1.56968087e-01  2.78864354e-01
  3.50617021e-01  1.39750004e-01  3.25604528e-01  2.74990678e-01
  3.64031553e-01  2.55909264e-01  1.47599235e-01  2.86380917e-01
  2.31537342e-01  3.64155769e-01  1.68142647e-01  3.02690864e-01
  3.26108098e-01  1.36047438e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\E\B\TRAEBSG128F9317B95.h5,SORZUVX12AB017BDCB,,Herbst9_ Z'ev,Awakening of the Soulless,Herbst9 vs. Z'ev - Through Bleak Landscapes,Herbst9_ Z'ev Awakening of the Soulless Herbst9 vs. Z'ev - Through Bleak Landscapes,Herbst9_ Z'ev,"[ 2.4502812e+02  9.1695000e+01 -1.4775000e+01  1.0000000e+01
  0.0000000e+00  3.0000000e+00  3.9616852e+01 -6.1374561e+01
  5.2717018e+01 -1.5351512e+00  2.6111219e+01 -3.4373199e+01
  3.2905521e+01  3.3269367e+00  2.5759165e+00 -4.0339661e+00
  2.5155373e+00  2.7257065e+01  6.0334396e+00  6.7891655e+01
  5.2871227e+01  2.8237846e+01  3.8820358e+01  1.6857981e+01
  4.1144787e+01  2.0021099e+01  4.0438438e+01  1.6577078e+01
  1.2676355e+01  2.9582911e+01  4.6222574e-01  4.4617382e-01
  3.2181263e-01  3.4251016e-01  2.7794582e-01  2.5200677e-01
  3.9130700e-01  4.8165011e-01  4.0076751e-01  3.2952821e-01
  3.6846954e-01  3.1009480e-01  3.1049007e-01  2.9488349e-01
  2.7884516e-01  2.7080929e-01  2.3488127e-01  2.0208924e-01
  3.1142190e-01  3.5592619e-01  2.9499078e-01  2.7113268e-01
  3.1790411e-01  2.6947635e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\E\B\TRAEBSY128E07873C0.h5,SOQMWJG12A6701E1AC,,Del Tha Funkee Homosapien,Mistadobalina,The Best Of Del Tha Funkee Homosapien [The Elektra Years]: The B-Boy Handbook,Del Tha Funkee Homosapien Mistadobalina The Best Of Del Tha Funkee Homosapien [The Elektra Years]: The B-Boy Handbook,Del Tha Funkee Homosapien,"[ 2.5769751e+02  9.9566002e+01 -9.4949999e+00  2.0000000e+00
  1.0000000e+00  4.0000000e+00  4.2508476e+01  6.6785553e+01
 -1.2570259e+01  8.9586878e+00 -4.7400093e+00  1.1489449e+01
 -1.1515425e+01  4.3386703e+00  9.1372471e+00  1.6283869e+01
 -3.3789291e+00  1.0795199e+01  6.5873122e+00  3.7909599e+01
  4.5613316e+01  3.8986900e+01  3.0161461e+01  3.3751854e+01
  2.2677809e+01  2.5438227e+01  2.0079031e+01  1.8806471e+01
  1.9081978e+01  1.6364479e+01  6.0719639e-01  7.5430864e-01
  4.4745520e-01  3.8754871e-01  4.1840062e-01  4.4714418e-01
  4.0125409e-01  3.6532113e-01  4.2781916e-01  4.7302729e-01
  4.1787374e-01  2.8038973e-01  2.5349560e-01  2.7804121e-01
  2.9120484e-01  3.0227670e-01  2.8343984e-01  2.8707686e-01
  2.2006679e-01  2.4852312e-01  3.1345552e-01  3.1022495e-01
  3.1376088e-01  2.7757475e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\E\B\TRAEBXE128F933B4F5.h5,SOKKXUI12A58A7A79C,,Rihanna,Good Girl Gone Bad,Good Girl Gone Bad: The Remixes,Rihanna Good Girl Gone Bad Good Girl Gone Bad: The Remixes,Rihanna,"[208.16934    128.077       -5.704        5.           0.
   4.          49.916885    73.507126     9.4355545   -3.2975683
 -14.072012   -22.735344    19.460464    -2.6375422   -2.9448001
   8.064563    -3.6808407   -2.6966848    3.8137      39.051777
  42.327824    27.560862    32.72907     20.953436    20.900436
  18.103514    16.401337    15.277946    12.855886    15.216362
   0.6293888    0.56427824   0.3449893    0.41599643   0.3583805
   0.4631724    0.358327     0.39616767   0.327522     0.28259096
   0.3097384    0.39186445   0.3277859    0.30028874   0.22037226
   0.3360714    0.27357295   0.3382418    0.27960023   0.316053
   0.26434195   0.23283628   0.27152303   0.3343064 ]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\E\B\TRAEBXS128F429933A.h5,SOLQLGL12A8C138380,,Britney Spears feat. Pharrell Williams,Boys,Touch My Soul_ Vol. 23,Britney Spears feat. Pharrell Williams Boys Touch My Soul_ Vol. 23,Britney Spears feat. Pharrell Williams,"[ 2.2548853e+02  1.0691900e+02 -4.9470000e+00  6.0000000e+00
  0.0000000e+00  4.0000000e+00  4.5487076e+01  6.6732117e+01
 -1.8271126e+01  2.3276609e+01  1.7723854e+01 -2.7055652e+00
 -1.8849667e+01 -1.5577120e+00  7.5961018e+00  1.0563010e+01
  3.9469633e+00 -9.8497432e-01  4.9052844e+00  6.0018864e+01
  5.6084618e+01  5.7774761e+01  3.8490665e+01  4.3993004e+01
  2.8602383e+01  3.0338224e+01  2.0238789e+01  2.3840790e+01
  2.6117786e+01  1.7891418e+01  4.3047890e-01  5.5533212e-01
  3.0525139e-01  2.7843946e-01  3.5363212e-01  4.0957156e-01
  6.2189817e-01  4.7735596e-01  5.0893945e-01  4.6240735e-01
  3.4131467e-01  2.9508716e-01  2.8221393e-01  3.4323740e-01
  2.4594618e-01  2.1791954e-01  2.6364815e-01  2.5171360e-01
  3.1536415e-01  2.8131136e-01  3.0509427e-01  3.1690022e-01
  2.4843265e-01  2.6740375e-01]"
C:\Users\mshakur\Downloads\Modelling\deep_learning\millionsongsubset\A\E\C\TRAECBR128F429F8C0.h5,SOFIFUK12A8C1393F8,,Britney Spears,Everytime,Everytime,Britney Spears Everytime Everytime,Britney Spears,"[ 2.0681097e+02  8.5331001e+01 -3.7379999e+00  0.0000000e+00
  0.0000000e+00  3.0000000e+00  5.0881592e+01  2.6920149e+01
  4.3131485e+00  2.6256688e+00  1.9201487e+00 -2.5748531e+01
 -1.3771947e-01 -7.7772841e+00  8.5816660e+00  8.6415939e+00
  2.6339686e+00 -1.4434377e+00  5.3267627e+00  4.0168755e+01
  4.0328415e+01  2.7545460e+01  2.3437794e+01  1.9056448e+01
  2.5818714e+01  2.0276133e+01  1.5738654e+01  1.5122920e+01
  1.2547446e+01  1.4954121e+01  6.2192625e-01  4.6909189e-01
  4.3772551e-01  4.6815234e-01  2.6943290e-01  2.5543773e-01
  2.4259250e-01  3.6045828e-01  2.8800967e-01  2.5877991e-01
  3.7879926e-01  5.1596010e-01  3.3672795e-01  2.5883204e-01
  2.5709903e-01  3.0541685e-01  1.7846702e-01  1.9236705e-01
  1.9989444e-01  2.9617494e-01  2.7761820e-01  2.3123379e-01
  2.9046482e-01  3.8130301e-01]"
